CodeCommune,NomCommune,CodePostal
96,CARBON BLANC,33560.0
80,CADAUJAC,33140.0
529,LA TESTE-DE-BUCH,33260.0
199,GUJAN MESTRAS,33470.0
119,CENON,33150.0
167,FLOIRAC,33270.0
533,TOULENNE,33210.0
5,ANDERNOS-LES-BAINS,33510.0
63,BORDEAUX,33100.0
249,LORMONT,33310.0
13,ARTIGUES-PRES-BORDEAUX,33370.0
311,PAILLET,33550.0
236,LEGE-CAP-FERRET,33970.0
527,LE TEICH,33470.0
483,ST SULPICE ET CAMEYRAC,33450.0
140,CREON,33670.0
498,SALLES,33770.0
535,TRESSES,33370.0
415,SAINT GERVAIS,33240.0
11,ARES,33740.0
165,FARGUES SAINT HILAIRE,33370.0
227,LANGON,33210.0
238,LEOGNAN,33850.0
236,LEGE-CAP-FERRET,33950.0
337,PREIGNAC,33210.0
434,ST LOUIS DE MONTFERRAND,33440.0
234,LATRESNE,33360.0
19,AUDENGE,33980.0
201,HAUX,33550.0
3,AMBARES-ET-LAGRAVE,33440.0
381,ST CAPRAIS DE BORDEAUX,33880.0
229,LANTON,33138.0
30,BARSAC,33720.0
29,LE BARP,33114.0
32,BASSENS,33530.0
226,LANGOIRAN,33550.0
554,YVRAC,33370.0
293,MONTUSSAN,33450.0
36,BAZAS,33430.0
366,SAINT-ANDRE-DE-CUBZAC,33240.0
99,CARIGNAN-DE-BORDEAUX,33360.0
284,MIOS,33380.0
534,LE TOURNE,33550.0
555,MARCHEPRIME,33380.0
529,LA TESTE-DE-BUCH,33115.0
109,CASTRES GIRONDE,33640.0
241,LESTIAC-SUR-GARONNE,33550.0
213,LA BREDE,33650.0
433,SAINT LOUBES,33450.0
397,SAINTE EULALIE,33560.0
195,GRIGNOLS,33690.0
185,GENISSAC,33420.0
243,LIBOURNE,33500.0
108,CASTILLON-LA-BATAILLE,33350.0
58,BLAYE,33390.0
324,PINEUILH,33220.0
492,SAINT-YZAN-DE-SOUDIAC,33920.0
466,SAINT-QUENTIN-DE-BARON,33750.0
473,SAINT-SAVIN,33920.0
138,COUTRAS,33230.0
478,ST-SEURIN-SUR-L ISLE,33660.0
402,SAINTE-FOY-LA-GRANDE,33220.0
389,SAINT-CIERS-SUR-GIRONDE,33820.0
539,VAYRES,33870.0
352,LA REOLE,33190.0
435,SAINT-MACAIRE,33490.0
506,SAUVETERRE-DE-GUYENNE,33540.0
97,CARCANS,33121.0
514,SOULAC-SUR-MER,33780.0
203,HOURTIN,33990.0
424,SAINT LAURENT MEDOC,33112.0
544,LE VERDON SUR MER,33123.0
240,LESPARRE-MEDOC,33340.0
545,VERTHEUIL,33180.0
490,SAINT-VIVIEN-DE-MEDOC,33590.0
172,MONTPELLIER,34080.0
172,MONTPELLIER,34000.0
172,MONTPELLIER,34070.0
172,MONTPELLIER,34090.0
192,PALAVAS-LES-FLOTS,34250.0
154,MAUGUIO,34130.0
123,JUVIGNAC,34990.0
198,PEROLS,34470.0
90,LE CRES,34920.0
344,LA GRANDE MOTTE,34280.0
57,CASTELNAU LE LEZ,34170.0
129,LATTES,34970.0
240,SAINT-AUNES,34130.0
270,SAINT-JEAN-DE-VEDAS,34430.0
116,GRABELS,34790.0
108,FRONTIGNAN,34110.0
301,SETE,34200.0
333,VIC-LA-GARDIOLE,34110.0
39,BOUZIGUES,34140.0
23,BALARUC LES BAINS,34540.0
327,VENDARGUES,34740.0
111,GANGES,34190.0
145,LUNEL,34400.0
79,CLERMONT L HERAULT,34800.0
255,SAINT-GELY-DU-FESC,34980.0
157,MEZE,34140.0
307,SUSSARGUES,34160.0
151,MARSILLARGUES,34590.0
113,GIGEAN,34770.0
120,JACOU,34830.0
152,MAS-DE-LONDRES,34380.0
247,SAINT CLEMENT DE RIVIERE,34980.0
58,CASTRIES,34160.0
22,BAILLARGUES,34670.0
213,POUSSAN,34560.0
128,LAROQUE,34190.0
165,MONTBAZIN,34560.0
217,PRADES-LE-LEZ,34730.0
27,BEAULIEU,34160.0
24,BALARUC LE VIEUX,34540.0
288,SAINT-SERIES,34400.0
337,VILLENEUVE-LES-MAGUELONE,34750.0
244,SAINT-BRES,34670.0
204,PLAISSAN,34230.0
142,LODEVE,34700.0
254,SAINT-FELIX-DE-LODEZ,34725.0
143,LOUPIAN,34140.0
67,CAZILHAC,34190.0
282,SAINT PAUL ET VALMALLE,34570.0
239,SAINT-ANDRE-DE-SANGONIS,34725.0
215,POUZOLS,34230.0
14,ASSAS,34820.0
246,ENTRE-VIGNES,34400.0
180,NEBIAN,34800.0
249,SAINT-DREZERY,34160.0
114,GIGNAC,34150.0
173,MONTPEYROUX,34150.0
163,MONTARNAUD,34570.0
324,VALRAS-PLAGE,34350.0
75,CESSERAS,34210.0
32,BEZIERS,34500.0
299,SERIGNAN,34410.0
3,AGDE,34300.0
199,PEZENAS,34120.0
150,MARSEILLAN,34340.0
28,BEDARIEUX,34600.0
329,VENDRES,34350.0
332,VIAS,34450.0
225,PUISSERGUIER,34620.0
63,CAUX,34720.0
161,MONTADY,34310.0
126,LAMALOU-LES-BAINS,34240.0
37,BOUJAN-SUR-LIBRON,34760.0
209,PORTIRAGNES,34420.0
207,POMEROLS,34810.0
210,PACE,35740.0
32,BOURGBARRE,35230.0
238,RENNES,35200.0
24,BETTON,35830.0
51,CESSON-SEVIGNE,35510.0
238,RENNES,35000.0
206,NOYAL-CHATILLON-SUR-SEICHE,35230.0
238,RENNES,35700.0
55,CHANTEPIE,35135.0
353,VEZIN-LE-COQUET,35132.0
47,BRUZ,35170.0
66,CHARTRES-DE-BRETAGNE,35131.0
281,ST JACQUES DE LA LANDE,35136.0
278,SAINT-GREGOIRE,35760.0
352,VERN-SUR-SEICHE,35770.0
59,LA CHAPELLE DES FOUGERETZ,35520.0
363,PONT-PEAN,35131.0
1,ACIGNE,35690.0
216,PARTHENAY-DE-BRETAGNE,35850.0
208,ORGERES,35230.0
173,MELESSE,35520.0
76,CHAVAGNE,35310.0
135,IRODOUER,35850.0
251,SAINT-AUBIN-D AUBIGNE,35250.0
37,BREAL-SOUS-MONTFORT,35310.0
196,MORDELLES,35310.0
184,MONTAUBAN-DE-BRETAGNE,35360.0
152,LIFFRE,35340.0
69,CHATEAUGIRON,35410.0
240,LE RHEU,35650.0
40,BRETEIL,35160.0
204,NOUVOITOU,35410.0
23,BEDEE,35137.0
136,JANZE,35150.0
334,THORIGNE-FOUILLARD,35235.0
297,SAINT-MEEN-LE-GRAND,35290.0
188,MONTFORT-SUR-MEU,35160.0
131,L'HERMITAGE,35590.0
130,HEDE-BAZOUGES,35630.0
177,LA MEZIERE,35520.0
250,SAINT-ARMEL,35230.0
326,SENS-DE-BRETAGNE,35490.0
195,MONTREUIL-SUR-ILLE,35440.0
123,GOVEN,35580.0
236,REDON,35600.0
12,BAIN-DE-BRETAGNE,35470.0
57,LA CHAPELLE BOUEXIC,35330.0
126,GUICHEN,35580.0
231,POLIGNE,35320.0
33,BOURG-DES-COMPTES,35890.0
288,SAINT-MALO,35400.0
93,DINARD,35800.0
226,PLEUGUENEUC,35720.0
287,SAINT-LUNAIRE,35800.0
49,CANCALE,35260.0
228,PLEURTUIT,35730.0
95,DOL DE BRETAGNE,35120.0
256,SAINT-BRIAC-SUR-MER,35800.0
179,MINIAC-MORVAN,35540.0
122,LA GOUESNIERE,35350.0
241,LA RICHARDAIS,35780.0
265,SAINT-DOMINEUC,35190.0
362,LE TRONCHET,35540.0
247,ROZ-SUR-COUESNON,35610.0
299,SAINT-MELOIR-DES-ONDES,35350.0
284,SAINT-JOUAN-DES-GUERETS,35430.0
96,DOMAGNE,35113.0
125,LA GUERCHE-DE-BRETAGNE,35130.0
360,VITRE,35500.0
68,CHATEAUBOURG,35220.0
239,RETIERS,35240.0
347,VAL-D'IZE,35450.0
44,CHATEAUROUX,36000.0
46,LA CHATRE,36400.0
122,JOUE LES TOURS,37300.0
261,TOURS,37000.0
195,LA RICHE,37520.0
261,TOURS,37100.0
156,MONTLOUIS-SUR-LOIRE,37270.0
233,SAINT-PIERRE-DES-CORPS,37700.0
261,TOURS,37200.0
208,SAINT AVERTIN,37550.0
109,FONDETTES,37230.0
214,SAINT CYR SUR LOIRE,37540.0
172,NOTRE-DAME-D OE,37390.0
203,ROCHECORBON,37210.0
151,LA MEMBROLLE-SUR-CHOISILLE,37390.0
18,BALLAN MIRE,37510.0
50,CHAMBRAY LES TOURS,37170.0
3,AMBOISE,37400.0
196,RICHELIEU,37120.0
31,BOURGUEIL,37140.0
132,LOCHES,37600.0
115,DESCARTES,37160.0
185,GRENOBLE,38000.0
185,GRENOBLE,38100.0
421,SAINT-MARTIN-D'HERES,38400.0
179,GIERES,38610.0
516,LA TRONCHE,38700.0
229,MEYLAN,38240.0
249,MONTBONNOT-SAINT-MARTIN,38330.0
151,ECHIROLLES,38130.0
431,SAINT-NAZAIRE-LES-EYMES,38330.0
45,BIVIERS,38330.0
397,SAINT-ISMIER,38330.0
158,EYBENS,38320.0
309,POISAT,38320.0
126,CORENC,38700.0
503,LA TERRASSE,38660.0
563,VOIRON,38500.0
150,DOMENE,38420.0
175,FROGES,38190.0
314,PONTCHARRA,38530.0
562,VIZILLE,38220.0
382,SAINT-EGREVE,38120.0
170,FONTANIL-CORNILLON,38120.0
439,CRETS EN BELLEDONNE,38830.0
423,SAINT-MARTIN-LE-VINOUX,38950.0
501,TENCIN,38570.0
6,ALLEVARD,38580.0
547,VILLARD-BONNOT,38190.0
163,LE HAUT-BREDA,38580.0
422,SAINT-MARTIN-D'URIAGE,38410.0
565,VOREPPE,38340.0
567,CHAMROUSSE,38410.0
61,LA BUISSE,38500.0
279,NOTRE-DAME-DE-MESAGE,38220.0
442,SAINT-PIERRE-DE-CHARTREUSE,38380.0
59,BRIE-ET-ANGONNES,38320.0
181,GONCELIN,38570.0
528,VAULNAVEYS-LE-BAS,38410.0
2,LES ADRETS,38190.0
538,LE VERSOUD,38420.0
100,LE CHEYLAS,38570.0
383,SAINT-ETIENNE-DE-CROSSEY,38960.0
140,CROLLES,38920.0
186,GRESSE-EN-VERCORS,38650.0
191,HUEZ,38750.0
253,LES DEUX ALPES,38860.0
474,SASSENAGE,38360.0
225,AUTRANS-MEAUDRE EN VERCORS,38112.0
485,SEYSSINET-PARISET,38170.0
548,VILLARD-DE-LANS,38250.0
169,FONTAINE,38600.0
527,VAUJANY,38114.0
129,CORRENCON-EN-VERCORS,38250.0
225,AUTRANS-MEAUDRE EN VERCORS,38880.0
317,LE PONT-DE-CLAIX,38800.0
111,CLAIX,38640.0
128,CORPS,38970.0
52,LE BOURG-D'OISANS,38520.0
40,BESSE,38142.0
20,AURIS,38142.0
205,LANS-EN-VERCORS,38250.0
187,LE GUA,38450.0
377,SAINT-CLAIR-DE-LA-TOUR,38110.0
53,BOURGOIN-JALLIEU,38300.0
553,VILLEFONTAINE,38090.0
408,SAINT-JUST-CHALEYSSIN,38540.0
193,L'ISLE-D'ABEAU,38080.0
537,LA VERPILLIERE,38290.0
11,ANTHON,38280.0
316,PONT-DE-CHERUY,38230.0
337,RIVES,38140.0
384,SAINT-ETIENNE-DE-SAINT-GEOIRS,38590.0
416,SAINT-MARCELLIN,38160.0
400,SAINT-JEAN-DE-MOIRANS,38430.0
517,TULLINS,38210.0
559,VINAY,38470.0
239,MOIRANS,38430.0
30,BEAUCROISSANT,38140.0
387,SAINT-GEOIRS,38590.0
347,ROYBON,38940.0
194,IZEAUX,38140.0
470,LES ROUSSES,39220.0
478,SAINT-CLAUDE,39200.0
198,DOLE,39100.0
97,CHAMPAGNOLE,39300.0
13,ARBOIS,39600.0
526,TAVAUX,39500.0
368,HAUTS DE BIENNE,39400.0
501,SAMPANS,39100.0
300,LONS LE SAUNIER,39000.0
510,SEPTMONCEL LES MOLUNES,39310.0
59,BOIS-D AMONT,39220.0
441,PREMANON,39220.0
434,POLIGNY,39800.0
411,PERRIGNY,39570.0
362,MONTMOROT,39570.0
392,OFFLANGES,39290.0
286,LAVANS-LES-SAINT-CLAUDE,39170.0
500,SALINS LES BAINS,39110.0
333,MOIRANS-EN-MONTAGNE,39260.0
154,CLAIRVAUX-LES-LACS,39130.0
47,BELLEFONTAINE,39400.0
453,RAVILLOLES,39170.0
266,ST-JULIEN-EN-BORN,40170.0
88,DAX,40100.0
284,ST-VINCENT-DE-TYROSSE,40230.0
317,TOSSE,40230.0
281,SAINT-PIERRE-DU-MONT,40280.0
187,MOLIETS-ET-MAA,40660.0
224,PEYREHORADE,40300.0
296,SEIGNOSSE,40510.0
192,MONT-DE-MARSAN,40000.0
312,TARNOS,40220.0
304,SOORTS-HOSSEGOR,40150.0
261,ST-GEOURS-MAREMNE,40230.0
287,SANGUINET,40460.0
326,VIELLE-ST-GIRONS,40560.0
328,VIEUX BOUCAU-LES-BAINS,40480.0
157,LIT ET MIXE,40170.0
46,BISCARROSSE,40600.0
279,ST-PAUL-LES-DAX,40990.0
65,CAPBRETON,40130.0
133,LABENNE,40530.0
310,SOUSTONS,40140.0
209,ONDRES,40440.0
195,MONTGAILLARD,40500.0
1,AIRE-SUR-L'ADOUR,40800.0
273,ST-MARTIN-DE-SEIGNANX,40390.0
4,ANGRESSE,40150.0
184,MIMIZAN,40200.0
119,HAGETMAU,40700.0
211,ORIST,40300.0
150,LEON,40550.0
272,ST-MARTIN-DE-HINX,40390.0
43,BIAS,40170.0
235,POYANNE,40380.0
283,ST-VINCENT-DE-PAUL,40990.0
243,RION-DES-LANDES,40370.0
313,TARTAS,40400.0
19,AUREILHAN,40200.0
282,SAINT-SEVER,40500.0
217,PARENTIS EN BORN,40160.0
36,BENESSE-MAREMNE,40230.0
269,VENDOME,41100.0
18,BLOIS,41000.0
151,MONTRICHARD VAL DE CHER,41400.0
128,MAROLLES,41330.0
194,ROMORANTIN-LANTHENAY,41200.0
295,VINEUIL,41350.0
47,LA CHAUSSEE SAINT VICTOR,41260.0
276,VILLEBAROU,41000.0
218,SAINT-ETIENNE,42000.0
218,SAINT-ETIENNE,42100.0
237,SAINT-JEAN-BONNEFONDS,42650.0
305,LA TALAUDIERE,42350.0
223,SAINT GENEST LERPT,42530.0
225,GENILAC,42800.0
95,FIRMINY,42700.0
271,SAINT-PAUL-EN-JAREZ,42740.0
207,SAINT-CHAMOND,42400.0
183,LA RICAMARIE,42150.0
189,ROCHE-LA-MOLIERE,42230.0
103,LA GRAND-CROIX,42320.0
242,SAINT-JOSEPH,42800.0
275,SAINT-PRIEST-EN-JAREZ,42270.0
168,PELUSSIN,42410.0
97,LA FOUILLOUSE,42480.0
92,L ETRAT,42580.0
330,VILLARS,42390.0
123,LORETTE,42420.0
44,LE CHAMBON-FEUGEROLLES,42500.0
99,FRAISSES,42490.0
302,SORBIERS,42290.0
56,CHAVANAY,42410.0
186,RIVE-DE-GIER,42800.0
93,FARNAY,42320.0
270,SAINT-PAUL-EN-CORNILLON,42240.0
316,UNIEUX,42240.0
110,L HORME,42152.0
299,SAVIGNEUX,42600.0
256,SAINT-MARCELLIN-EN-FOREZ,42680.0
5,ANDREZIEUX-BOUTHEON,42160.0
59,CHAZELLES SUR LYON,42140.0
19,BOEN-SUR-LIGNON,42130.0
147,MONTBRISON,42600.0
323,VEAUCHE,42340.0
149,MONTROND-LES-BAINS,42210.0
279,SAINT-JUST-SAINT-RAMBERT,42170.0
222,SAINT-GALMIER,42330.0
94,FEURS,42110.0
285,SAINT-ROMAIN-LE-PUY,42610.0
204,SAINT-BONNET-LE-CHATEAU,42380.0
301,SOLEYMIEUX,42560.0
39,CHALMAZEL-JEANSAGNIERE,42920.0
180,PRECIEUX,42600.0
187,ROANNE,42300.0
52,CHARLIEU,42190.0
332,VILLEREST,42300.0
248,SAINT-JUST-EN-CHEVALET,42430.0
184,RIORGES,42153.0
156,NEULISE,42590.0
71,LE COTEAU,42120.0
127,MABLY,42300.0
11,BALBIGNY,42510.0
170,PERREUX,42120.0
26,BRIENNON,42720.0
232,SAINT-HAON-LE-CHATEL,42370.0
157,LE PUY EN VELAY,43000.0
224,SAINTE-SIGOLENE,43600.0
236,SEAUVE-SUR-SEMENE (LA),43140.0
213,SAINT-PAL-DE-MONS,43620.0
51,LE CHAMBON SUR LIGNON,43400.0
112,LANGEAC,43300.0
89,ESPALY-SAINT-MARCEL,43000.0
177,SAINT-DIDIER-EN-VELAY,43140.0
41,BRIVES-CHARENSAC,43700.0
12,AUREC-SUR-LOIRE,43110.0
7,ARAULES,43200.0
262,VIEILLE-BRIOUDE,43100.0
153,PONT-SALOMON,43330.0
40,BRIOUDE,43100.0
268,YSSINGEAUX,43200.0
25,BEAUZAC,43590.0
205,SAINT JUST MALMONT,43240.0
109,NANTES,44000.0
190,ST SEBASTIEN SUR LOIRE,44230.0
109,NANTES,44300.0
109,NANTES,44100.0
109,NANTES,44200.0
162,ST-HERBLAIN,44800.0
74,INDRE,44610.0
204,THOUARE-SUR-LOIRE,44470.0
35,CHAPELLE-SUR-ERDRE (LA),44240.0
143,REZE,44400.0
20,BOUGUENAIS,44340.0
201,SUCE-SUR-ERDRE,44240.0
188,ST-PHILBERT-DE-GRAND-LIEU,44310.0
9,BASSE-GOULAINE,44115.0
209,TREILLIERES,44119.0
82,LIGNE,44850.0
198,SORINIERES (LES),44840.0
2,AIGREFEUILLE SUR MAINE,44140.0
26,CARQUEFOU,44470.0
87,MACHECOUL-SAINT-MEME,44270.0
172,SAINTE-LUCE-SUR-LOIRE,44980.0
107,MOUZEIL,44850.0
70,HAIE-FOUASSIERE (LA),44690.0
114,ORVAULT,44700.0
215,VERTOU,44120.0
3,ANCENIS-SAINT-GEREON,44150.0
88,MAISDON-SUR-SEVRE,44690.0
43,CLISSON,44190.0
169,SAINT-JULIEN-DE-CONCELLES,44450.0
18,BOUAYE,44830.0
130,PONT-SAINT-MARTIN,44860.0
66,GRANDCHAMP-DES-FONTAINES,44119.0
84,LOROUX-BOTTEREAU (LE),44430.0
144,RIAILLE,44440.0
213,LOIREAUXENCE,44370.0
194,SAUTRON,44880.0
32,CHAPELLE-HEULIN (LA),44330.0
12,LA BERNERIE EN RETZ,44760.0
154,SAINT BREVIN LES PINS,44250.0
131,PORNIC,44210.0
182,SAINT-MICHEL-CHEF-CHEF,44730.0
126,LA PLAINE-SUR-MER,44770.0
186,SAINTE PAZANNE,44680.0
187,SAINT-PERE-EN-RETZ,44320.0
101,LA MONTAGNE,44620.0
120,PELLERIN (LE),44640.0
116,PAIMBOEUF,44560.0
136,PREFAILLES,44770.0
132,PORNICHET,44380.0
184,SAINT-NAZAIRE,44600.0
47,COUERON,44220.0
13,BESNE,44160.0
15,BLAIN,44130.0
210,TRIGNAC,44570.0
98,MISSILLAC,44780.0
103,MONTOIR-DE-BRETAGNE,44550.0
158,SAINT-ETIENNE-DE-MONTLUC,44360.0
195,SAVENAY,44260.0
67,GUEMENE PENFAO,44290.0
176,SAINT-MALO-DE-GUERSAC,44550.0
189,SAINTE-REINE-DE-BRETAGNE,44160.0
203,LE TEMPLE DE BRETAGNE,44360.0
185,SAINT-NICOLAS-DE-REDON,44460.0
52,DONGES,44480.0
25,CAMPBON,44750.0
217,VIGNEUX DE BRETAGNE,44360.0
135,LE POULIGUEN,44510.0
69,GUERANDE,44350.0
211,LA TURBALLE,44420.0
10,BATZ-SUR-MER,44740.0
55,LA BAULE-ESCOUBLAC,44500.0
97,MESQUER,44420.0
49,LE CROISIC,44490.0
151,SAINT-ANDRE-DES-EAUX,44117.0
125,PIRIAC-SUR-MER,44420.0
183,SAINT MOLF,44350.0
110,NORT SUR ERDRE,44390.0
36,CHATEAUBRIANT,44110.0
284,ST JEAN DE BRAYE,45800.0
234,ORLEANS,45000.0
232,OLIVET,45160.0
75,LA CHAPELLE ST MESMIN,45380.0
285,ST JEAN DE LA RUELLE,45140.0
286,SAINT-JEAN-LE-BLANC,45650.0
234,ORLEANS,45100.0
72,CHANTEAU,45400.0
282,SAINT-HILAIRE-SAINT-MESMIN,45160.0
147,FLEURY LES AUBRAIS,45400.0
169,INGRE,45140.0
308,SEMOY,45400.0
298,SAINT-PRYVE-SAINT-MESMIN,45750.0
302,SARAN,45770.0
274,SAINT-DENIS-EN-VAL,45560.0
89,CHECY,45430.0
46,BOULAY-LES-BARRES,45140.0
28,BEAUGENCY,45190.0
6,ARDON,45160.0
146,LA FERTE SAINT-AUBIN,45240.0
224,NEUVILLE-AUX-BOIS,45170.0
179,LAILLY EN VAL,45740.0
82,CHATEAUNEUF S LOIRE,45110.0
173,JARGEAU,45150.0
300,SANDILLON,45640.0
203,MEUNG-SUR-LOIRE,45130.0
248,PATAY,45310.0
208,MONTARGIS,45200.0
68,CHALETTE-SUR-LOING,45120.0
281,SAINT-HILAIRE-LES-ANDRESIS,45320.0
4,AMILLY,45200.0
61,CEPOY,45120.0
258,PUISEAUX,45390.0
191,LE MALESHERBOIS,45330.0
252,PITHIVIERS,45300.0
30,BEAUNE-LA-ROLANDE,45340.0
155,GIEN,45500.0
315,SULLY-SUR-LOIRE,45600.0
53,BRIARE,45250.0
42,CAHORS,46000.0
201,LE PASSAGE,47520.0
1,AGEN,47000.0
145,LAYRAC,47390.0
128,LAFOX,47240.0
52,CASTELJALOUX,47700.0
31,BOE,47550.0
69,COLAYRAC ST CIRQ,47450.0
195,NERAC,47600.0
4,AIGUILLON,47190.0
157,MARMANDE,47200.0
310,TONNEINS,47400.0
323,VILLENEUVE SUR LOT,47300.0
324,VILLEREAL,47210.0
106,FUMEL,47500.0
175,MONFLANQUIN,47150.0
55,CASTELNAUD DE GRATECAMBE,47290.0
95,MENDE,48000.0
80,LANGOGNE,48300.0
96,MEYRUEIS,48150.0
92,MARVEJOLS,48100.0
27,MONT LOZERE ET GOULET,48190.0
198,VILLEFORT,48800.0
9,PEYRE EN AUBRAC,48130.0
7,ANGERS,49000.0
7,ANGERS,49100.0
246,LES PONTS DE CE,49130.0
347,TIERCE,49125.0
267,SAINT-BARTHELEMY-D ANJOU,49124.0
223,MURS-ERIGNE,49610.0
353,TRELAZE,49800.0
278,STE GEMMES SUR LOIRE,49130.0
90,CHEFFES,49125.0
323,VERRIERES-EN-ANJOU,49480.0
323,VERRIERES-EN-ANJOU,49112.0
377,RIVES-DU-LOIR-EN-ANJOU,49140.0
50,BRISSAC LOIRE AUBANCE,49320.0
15,AVRILLE,49240.0
283,SAINT-GEORGES-SUR-LOIRE,49170.0
35,BOUCHEMAINE,49080.0
214,MONTREUIL-JUIGNE,49460.0
99,CHOLET,49300.0
92,CHEMILLE-EN-ANJOU,49120.0
355,TREMENTINES,49340.0
23,BEAUPREAU-EN-MAUGES,49450.0
23,BEAUPREAU-EN-MAUGES,49600.0
343,LA TESSOUALLE,49280.0
328,SAUMUR,49400.0
140,FONTEVRAUD L ABBAYE,49590.0
194,MAZE-MILON,49630.0
331,SEGRE-EN-ANJOU BLEU,49500.0
2,AGNEAUX,50180.0
502,SAINT-LO,50000.0
356,MOON-SUR-ELLE,50680.0
99,CARENTAN LES MARAIS,50500.0
218,GRANVILLE,50400.0
25,AVRANCHES,50300.0
391,GRANDPARIGNY,50600.0
165,DONVILLE-LES-BAINS,50350.0
484,SAINT-HILAIRE-DU-HARCOUET,50600.0
74,BRECEY,50370.0
66,JULLOUVILLE,50610.0
410,PONTORSON,50170.0
129,CHERBOURG-EN-COTENTIN,50100.0
129,CHERBOURG-EN-COTENTIN,50470.0
129,CHERBOURG-EN-COTENTIN,50110.0
129,CHERBOURG-EN-COTENTIN,50130.0
129,CHERBOURG-EN-COTENTIN,50120.0
147,COUTANCES,50200.0
481,SAINT-GERMAIN-SUR-AY,50430.0
197,GAVRAY-SUR-SIENNE,50450.0
215,GOUVILLE-SUR-MER,50560.0
3,AGON-COUTAINVILLE,50230.0
403,PIROU,50770.0
394,PERIERS,50190.0
267,LESSAY,50430.0
236,LA HAYE,50250.0
31,BARNEVILLE-CARTERET,50270.0
562,SAINT-VAAST-LA-HOUGUE,50550.0
33,BAUBIGNY,50270.0
615,VALOGNES,50700.0
412,PORT-BAIL-SUR-MER,50580.0
108,CHALONS EN CHAMPAGNE,51000.0
506,SAINT-MEMMIE,51470.0
507,SAINTE MENEHOULD,51800.0
65,BLACY,51300.0
649,VITRY LE FRANCOIS,51300.0
262,FRIGNICOURT,51300.0
230,EPERNAY,51200.0
217,DORMANS,51700.0
643,VINAY,51530.0
196,CRAMANT,51530.0
29,AVIZE,51190.0
346,MAREUIL-LE-PORT,51700.0
454,REIMS,51100.0
573,TINQUEUX,51430.0
210,DIZY,51530.0
30,AY-CHAMPAGNE,51160.0
172,CORMONTREUIL,51350.0
474,SAINT BRICE COURCELLES,51370.0
152,CHIGNY-LES-ROSES,51500.0
536,SILLERY,51500.0
55,BETHENY,51450.0
58,BEZANNES,51430.0
250,FISMES,51170.0
662,WITRY-LES-REIMS,51420.0
663,MAGENTA,51530.0
28,AVENAY-VAL-D'OR,51160.0
353,NOGENT,52800.0
121,CHAUMONT,52000.0
269,LANGRES,52200.0
62,CHATEAU-GONTIER-SUR-MAYENNE,53200.0
73,CONGRIER,53800.0
130,LAVAL,53000.0
54,CHANGE,53810.0
216,ST FRAIMBAULT DE PRIERES,53300.0
147,MAYENNE,53100.0
184,ESSEY LES NANCY,54270.0
395,NANCY,54000.0
547,VANDOEUVRE LES NANCY,54500.0
431,PONT A MOUSSON,54700.0
482,SAINT MAX,54130.0
274,JARVILLE LA MALGRANGE,54140.0
339,MALZEVILLE,54220.0
578,VILLERS LES NANCY,54600.0
115,CHAMPIGNEULLES,54250.0
364,MEREVILLE,54850.0
439,PULNOY,54425.0
357,MAXEVILLE,54320.0
304,LAXOU,54520.0
215,FROUARD,54390.0
90,BOUXIERES-AUX-DAMES,54136.0
300,LANEUVEVILLE-DEVANT-NANCY,54410.0
150,CUSTINES,54670.0
526,TOMBLAINE,54510.0
459,RICHARDMENIL,54630.0
257,HEILLECOURT,54180.0
432,PONT-SAINT-VINCENT,54550.0
252,HAROUE,54740.0
549,VARANGEVILLE,54110.0
483,SAINT-NICOLAS-DE-PORT,54210.0
99,VAL DE BRIEY,54150.0
323,LONGWY,54400.0
533,TRIEUX,54750.0
234,GORCY,54730.0
254,HAUCOURT-MOULAINE,54860.0
280,JOEUF,54240.0
273,JARNY,54800.0
493,SAULNES,54650.0
263,HOMECOURT,54310.0
536,TUCQUEGNIEUX,54640.0
382,MONT SAINT MARTIN,54350.0
451,REHON,54430.0
28,AUBOUE,54580.0
321,LONGLAVILLE,54810.0
521,THIL,54880.0
322,LONGUYON,54260.0
261,HERSERANGE,54440.0
270,HUSSIGNY GODBRANGE,54590.0
580,VILLERUPT,54190.0
138,COSNES-ET-ROMAIN,54400.0
137,CONS-LA-GRANDVILLE,54870.0
253,HATRIZE,54800.0
542,VALLEROY,54910.0
329,LUNEVILLE,54300.0
550,VATHIMENIL,54122.0
152,DAMELEVIERES,54360.0
383,MONT-SUR-MEURTHE,54360.0
76,BLAINVILLE-SUR-L EAU,54360.0
205,FOUG,54570.0
426,PIERRE-LA-TREICHE,54200.0
174,ECROUVES,54200.0
528,TOUL,54200.0
167,DOMMARTIN-LES-TOUL,54200.0
584,VILLEY-SAINT-ETIENNE,54200.0
162,DOMGERMAIN,54119.0
518,THIAUCOURT-REGNIEVILLE,54470.0
43,BELLEVILLE SUR MEUSE,55430.0
545,VERDUN,55100.0
5,ARZON,56640.0
206,SAINT-AVE,56890.0
260,VANNES,56000.0
3,ARRADON,56610.0
164,PLOEREN,56880.0
169,PLOUHINEC,56680.0
78,GUIDEL,56520.0
62,GAVRES,56680.0
107,LARMOR-PLAGE,56260.0
121,LORIENT,56100.0
118,LOCMIQUELIC,56570.0
90,INZINZAC-LOCHRIST,56650.0
181,PORT-LOUIS,56290.0
63,GESTEL,56530.0
83,HENNEBONT,56700.0
